Sales_Order,Stage,Amount,Probability,Sales_Person,Company_Industry,Contact_Title,Type,Lead_Source,State,days_to_close
6254,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6255,Needs Analysis,185000,35,David Martinez,Agriculture,Executive Director,New Business,Trade Show,WA,112
6256,Needs Analysis,385000,35,David Martinez,Manufacturing,Operations Director,New Business,Partner ReferralOPP-2024-0031,WA,141
6257,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6258,Proposal/Price Quote,365000,65,Michael Chang,Government,Records Administrator,New Business,RFP,OH,123
6259,Value Proposition,115000,40,Sarah Johnson,Marketing,Account Director,New Business,Webinar,SC,102
6260,Value Proposition,165000,40,Sarah Johnson,Hospitality,Reservations Manager,New Business,Trade Show,WV,158
6261,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6262,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6263,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6264,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6265,Proposal/Price Quote,365000,65,Michael Chang,Government,Records Administrator,New Business,RFP,OH,123
6266,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6267,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6268,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6269,Needs Analysis,255000,35,David Martinez,Energy,Operations Manager,New Business,Industry Event,PA,128
6270,Negotiation/Review,110000,90,Sarah Johnson,Financial Services,Managing Partner,Renewal,Existing Customer,SC,35
6271,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6272,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6273,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6274,Needs Analysis,355000,30,David Martinez,Aviation,Maintenance Director,New Business,Industry Event,IA,123
6275,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6276,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6277,Negotiation/Review,110000,90,Sarah Johnson,Financial Services,Managing Partner,Renewal,Existing Customer,SC,35
6278,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6279,Needs Analysis,375000,30,David Martinez,Manufacturing,Operations Director,New Business,Industry EventOPP-2024-0081,SC,158
6280,Perception Analysis,320000,15,Alex Rodriguez,Government,Records Administrator,New Business,RFP,NM,184
6281,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6282,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6283,Needs Analysis,255000,35,David Martinez,Energy,Operations Manager,New Business,Industry Event,PA,128
6284,Proposal/Price Quote,325000,60,Michael Chang,Education,Technology Director,New Business,Education Conference,CO,118
6285,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6286,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6287,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6288,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6289,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6290,Proposal/Price Quote,385000,60,Michael Chang,Government,Records Manager,New Business,RFP,ME,137
6291,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6292,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6293,Decision Makers,145000,70,Sarah Johnson,Sports,Performance Director,New Business,Trade Show,KS,76
6294,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6295,Needs Analysis,185000,35,David Martinez,Agriculture,Executive Director,New Business,Trade Show,WA,112
6296,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6297,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6298,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6299,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6300,Negotiation/Review,265000,80,David Martinez,Transportation,Logistics Director,New Business,Partner Referral,KY,86
6301,Value Proposition,155000,45,Sarah Johnson,Food & Beverage,Operations Manager,New Business,Industry Event,WI,164
6302,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6303,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6304,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6305,Value Proposition,155000,45,Sarah Johnson,Food & Beverage,Operations Manager,New Business,Industry Event,WI,164
6306,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6307,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6308,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6309,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6310,Negotiation/Review,110000,90,Sarah Johnson,Financial Services,Managing Partner,Renewal,Existing Customer,SC,35
6311,Qualification,385000,25,Michael Chang,Healthcare,IT Director,Upgrade,Healthcare Conference,SD,148
6312,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6313,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6314,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6315,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6316,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6317,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6318,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6319,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6320,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6321,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6322,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6323,Negotiation/Review,110000,90,Sarah Johnson,Financial Services,Managing Partner,Renewal,Existing Customer,SC,35
6324,Proposal/Price Quote,175000,65,Michael Chang,Education,Curriculum Director,New Business,Education Conference,AZ,106
6325,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6326,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6327,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6328,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6329,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6330,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6331,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6332,Value Proposition,155000,45,Sarah Johnson,Food & Beverage,Operations Manager,New Business,Industry Event,WI,164
6333,Qualification,385000,25,Michael Chang,Healthcare,IT Director,Upgrade,Healthcare Conference,SD,148
6334,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6335,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6336,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6337,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6338,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6339,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6340,Negotiation/Review,265000,80,David Martinez,Transportation,Logistics Director,New Business,Partner Referral,KY,86
6341,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6342,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6343,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6344,Proposal/Price Quote,365000,65,Michael Chang,Government,Records Administrator,New Business,RFP,OH,123
6345,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6346,Value Proposition,165000,40,Sarah Johnson,Hospitality,Reservations Manager,New Business,Trade Show,WV,158
6347,Proposal/Price Quote,365000,65,Michael Chang,Government,Records Administrator,New Business,RFP,OH,123
6348,Negotiation/Review,285000,90,David Martinez,Financial Services,Security Officer,New Business,Webinar,WI,87
6349,Needs Analysis,385000,35,David Martinez,Manufacturing,Operations Director,New Business,Partner ReferralOPP-2024-0031,WA,141
6350,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6351,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6352,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6353,Negotiation/Review,110000,90,Sarah Johnson,Financial Services,Managing Partner,Renewal,Existing Customer,SC,35
6354,Decision Makers,135000,75,David Martinez,Food & Beverage,Inventory Manager,New Business,Industry Event,IN,51
6355,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6356,Needs Analysis,385000,35,David Martinez,Manufacturing,Operations Director,New Business,Partner ReferralOPP-2024-0031,WA,141
6357,Qualification,195000,30,Michael Chang,Manufacturing,Supply Chain Manager,New Business,Partner Referral,CT,116
6358,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6359,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6360,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6361,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6362,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6363,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6364,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6365,Perception Analysis,320000,15,Alex Rodriguez,Government,Records Administrator,New Business,RFP,NM,184
6366,Needs Analysis,355000,30,David Martinez,Aviation,Maintenance Director,New Business,Industry Event,IA,123
6367,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6368,Value Proposition,115000,40,Sarah Johnson,Marketing,Account Director,New Business,Webinar,SC,102
6369,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6370,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6371,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6372,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6373,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6374,Proposal/Price Quote,350000,65,Michael Chang,Transportation,Ticketing Director,New Business,RFP,OH,114
6375,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6376,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6377,Decision Makers,145000,70,Sarah Johnson,Sports,Performance Director,New Business,Trade Show,KS,76
6378,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6379,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6380,Perception Analysis,285000,25,Alex Rodriguez,Government,Transportation Director,New Business,RFP,AL,203
6381,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6382,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6383,Proposal/Price Quote,195000,65,Michael Chang,Energy,Operations Director,New Business,Webinar,LA,101
6384,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6385,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6386,Value Proposition,420000,45,Sarah Johnson,Education,Technology Director,New Business,Email Campaign,MD,184
6387,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6388,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6389,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6390,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6391,Value Proposition,115000,40,Sarah Johnson,Marketing,Account Director,New Business,Webinar,SC,102
6392,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6393,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6394,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6395,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6396,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6397,Proposal/Price Quote,385000,60,Michael Chang,Government,Records Manager,New Business,RFP,ME,137
6398,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6399,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6400,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6401,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6402,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6403,Qualification,320000,35,Sarah Johnson,Education,IT Director,New Business,Referral,NE,131
6404,Decision Makers,145000,70,Sarah Johnson,Sports,Performance Director,New Business,Trade Show,KS,76
6405,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6406,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6407,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6408,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6409,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6410,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6411,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6412,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6413,Value Proposition,165000,40,Sarah Johnson,Hospitality,Reservations Manager,New Business,Trade Show,WV,158
6414,Decision Makers,145000,70,Sarah Johnson,Sports,Performance Director,New Business,Trade Show,KS,76
6415,Value Proposition,185000,40,Michael Chang,Construction,CEO,New Business,LinkedIn,IL,84
6416,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6417,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6418,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6419,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6420,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6421,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6422,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6423,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6424,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6425,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6426,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6427,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6428,Proposal/Price Quote,350000,65,Michael Chang,Transportation,Ticketing Director,New Business,RFP,OH,114
6429,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6430,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6431,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6432,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6433,Proposal/Price Quote,350000,65,Michael Chang,Transportation,Ticketing Director,New Business,RFP,OH,114
6434,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6435,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6436,Decision Makers,285000,70,Sarah Johnson,Healthcare,Medical Director,New Business,Industry Event,KY,86
6437,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6438,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6439,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6440,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6441,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6442,Value Proposition,115000,40,Sarah Johnson,Marketing,Account Director,New Business,Webinar,SC,102
6443,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6444,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6445,Negotiation/Review,320000,80,David Martinez,Healthcare,CTO,New Business,Partner Referral,WY,82
6446,Proposal/Price Quote,235000,60,Michael Chang,Transportation,Operations Manager,New Business,Webinar,FL,96
6447,Decision Makers,245000,70,Sarah Johnson,Healthcare,Telehealth Director,New Business,Industry Event,VT,86
6448,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6449,Needs Analysis,230000,25,Emma Wilson,Food & Beverage,Supply Chain Director,New Business,Industry Event,SD,96
6450,Proposal/Price Quote,365000,65,Michael Chang,Government,Records Administrator,New Business,RFP,OH,123
6451,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6452,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6453,Perception Analysis,345000,20,Alex Rodriguez,Utilities,Operations Director,New Business,RFP,OR,204
6454,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6455,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6456,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6457,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6458,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6459,Perception Analysis,175000,15,Alex Rodriguez,Food & Beverage,Production Manager,New Business,Trade Show,NC,155
6460,Needs Analysis,125000,30,Alex Rodriguez,Technology,IT Director,New Business,Trade Show,NJ,15
6461,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6462,Proposal/Price Quote,210000,60,Michael Chang,Financial Services,COO,Upgrade,Referral,IN,61
6463,Value Proposition,155000,45,Sarah Johnson,Food & Beverage,Operations Manager,New Business,Industry Event,WI,164
6464,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6465,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6466,Needs Analysis,255000,35,David Martinez,Energy,Operations Manager,New Business,Industry Event,PA,128
6467,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6468,Decision Makers,175000,75,Sarah Johnson,Healthcare,IT Manager,New Business,Healthcare Conference,AR,87
6469,Needs Analysis,275000,35,David Martinez,Transportation,Operations Director,New Business,Partner ReferralOPP-2024-0061,HI,143
6470,Qualification,95000,20,Michael Chang,Food & Beverage,Operations Director,Upgrade,Cold Call,CT,116
6471,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6472,Value Proposition,195000,45,Sarah Johnson,Education,IT Director,New Business,Education Conference,VT,158
6473,Value Proposition,165000,40,Sarah Johnson,Hospitality,Reservations Manager,New Business,Trade Show,WV,158
6474,Perception Analysis,320000,15,Alex Rodriguez,Government,Records Administrator,New Business,RFP,NM,184
6475,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6476,Needs Analysis,235000,30,David Martinez,Energy,Facilities Manager,New Business,Partner ReferralOpportunity_ID,DE,133
6477,Negotiation/Review,265000,85,David Martinez,Financial Services,CTO,New Business,Webinar,MS,87
6478,Qualification,225000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Industry Event,ND,143
6479,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6480,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6481,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6482,Value Proposition,175000,45,Michael Chang,Hospitality,Property Manager,New Business,Partner Referral,RI,66
6483,Qualification,185000,25,Michael Chang,Forestry,Operations Director,New Business,Industry Event,MS,133
6484,Perception Analysis,215000,20,Alex Rodriguez,Insurance,Claims Director,New Business,Cold Call,MA,102
6485,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6486,Decision Makers,215000,75,Sarah Johnson,Healthcare,Analytics Director,New Business,Conference,ND,86
6487,Decision Makers,315000,70,Sarah Johnson,Government,IT Director,New Business,RFP,MT,97
6488,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6489,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6490,Value Proposition,125000,45,Sarah Johnson,Retail,Marketing Director,New Business,Trade Show,PA,148
6491,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6492,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6493,Needs Analysis,385000,35,David Martinez,Manufacturing,Operations Director,New Business,Partner ReferralOPP-2024-0031,WA,141
6494,Proposal/Price Quote,275000,65,Michael Chang,Financial Services,Client Relations Director,New Business,Industry Event,UT,117
6495,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
6496,Needs Analysis,295000,30,David Martinez,Hospitality,Operations Director,New Business,Industry EventOPP-2024-0071,VA,158
6497,Proposal/Price Quote,195000,65,Michael Chang,Energy,Operations Director,New Business,Webinar,LA,101
6498,Perception Analysis,155000,15,David Martinez,Hospitality,Guest Relations Director,New Business,Web Demo,WI,41
6499,Needs Analysis,375000,30,David Martinez,Manufacturing,Operations Director,New Business,Industry EventOPP-2024-0081,SC,158
6500,Negotiation/Review,325000,85,David Martinez,Manufacturing,Quality Manager,New Business,Partner Referral,NV,92
6501,Proposal/Price Quote,425000,60,Michael Chang,Education,IT Director,New Business,Education Conference,KS,118
6502,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6503,Negotiation/Review,325000,85,David Martinez,Manufacturing,Production Director,New Business,Trade Show,VT,86
6504,Decision Makers,195000,70,Sarah Johnson,Healthcare,Analytics Director,New Business,Healthcare Conference,MA,92
6505,Needs Analysis,225000,30,David Martinez,Automotive,General Manager,New Business,Industry Event,CT,96
6506,Needs Analysis,385000,35,David Martinez,Manufacturing,Operations Director,New Business,Partner ReferralOPP-2024-0031,WA,141
6507,Perception Analysis,275000,20,Alex Rodriguez,Transportation,Terminal Manager,New Business,LinkedIn,FL,174
6508,Decision Makers,275000,70,Alex Rodriguez,Biotechnology,Lab Director,New Business,Trade Show,ND,97
6509,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6510,Proposal/Price Quote,175000,65,Michael Chang,Education,Curriculum Director,New Business,Education Conference,AZ,106
6511,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6512,Negotiation/Review,235000,80,David Martinez,Manufacturing,Quality Director,New Business,Trade Show,FL,81
6513,Qualification,245000,30,Michael Chang,Transportation,Fare Systems Manager,New Business,Partner Referral,MI,148
6514,Perception Analysis,315000,20,Alex Rodriguez,Utilities,Utilities Director,New Business,RFP,LA,194
6515,Perception Analysis,475000,25,Alex Rodriguez,Healthcare,Network Administrator,Upgrade,Industry Event,OR,148
6516,Negotiation/Review,355000,85,David Martinez,Manufacturing,Operations Director,New Business,Industry Event,DE,87
6517,Negotiation/Review,310000,85,David Martinez,Financial Services,Digital Banking Director,Upgrade,Existing Customer,CO,87
6518,Perception Analysis,295000,20,Alex Rodriguez,Insurance,Operations Director,New Business,Cold Call,MD,201
6519,Qualification,85000,25,Michael Chang,Hospitality,IT Manager,New Business,Partner Referral,AR,128
6520,Decision Makers,185000,75,Sarah Johnson,Healthcare,Patient Services Director,New Business,Healthcare Conference,MN,92
6521,Value Proposition,165000,40,Sarah Johnson,Education,Research Director,New Business,Conference,NY,143
6522,Needs Analysis,255000,35,David Martinez,Energy,Operations Manager,New Business,Industry Event,PA,128
6523,Qualification,195000,30,Michael Chang,Manufacturing,Supply Chain Manager,New Business,Partner Referral,CT,116
6524,Qualification,215000,25,Michael Chang,Automotive,General Manager,New Business,Cold Call,IL,143
6525,Qualification,75000,20,Emma Wilson,Retail,Operations Manager,New Business,Website,IL,61
6526,Value Proposition,135000,40,Sarah Johnson,Hospitality,Operations Director,New Business,Trade Show,MT,156
